id,spectrum,eV
50,54.7961:3850.7087 59.6298:3740.0789 60.0554:327282.3438 60.1179:4429.3564 60.7712:3602.9722 61.0528:3893.0754 61.0589:4486.437 65.4436:3978.4006 68.0491:5583.2593 70.0649:1634971.625 71.0457:3585.2532 71.0489:45964.8594 71.0683:79709.5078 72.0806:50026.6602 88.0757:5355.2749 88.6901:4363.6836 91.0539:4499.6055 97.076:4015.4053 98.0599:5702.0967 106.0399:6605.2505 112.0863:16923.9102 116.0703:53748.4336 123.8808:3608.5894 123.9566:3820.5144 130.0648:5469.8794 130.0972:52011.4297 136.4402:3559.6382 137.2236:3928.9912 173.4579:4534.3511 174.0763:5729.7583 175.4187:4020.4248,40
50,51.346:27561.5137 60.0555:2966395.75 61.0525:34580.0469 61.059:36955.8828 68.0497:33030.4258 70.065:16397221.0 71.049:514376.1875 71.0619:54318.1016 71.0641:34139.5312 71.0684:688689.75 72.0807:491542.75 74.0237:34447.6875 85.5247:28842.2051 88.0759:68619.7422 93.604:26324.666 97.0766:48518.7422 98.0599:77901.1797 112.087:161920.6719 116.0705:543393.25 129.1174:29868.8555 130.0658:39950.3594 130.0973:475819.5938 136.9762:32558.6426 158.0919:42017.7578 173.474:36297.2383 178.5225:42418.8359,40
50,54.967:18968.959 57.6465:17383.0762 60.0555:1626402.5 68.0495:18340.7168 70.065:8494603.0 71.049:268442.4375 71.062:39439.1914 71.0683:356013.0 72.0806:299793.7188 74.0236:17309.7598 90.1693:16984.1211 97.0765:41521.4102 98.0598:39966.1211 112.0867:93182.1406 116.0704:287653.7188 130.065:87433.6094 130.0871:26374.375 130.0974:237923.0938 148.0767:15855.6816 158.0596:35027.9922 158.0921:21284.9414 201.6744:18556.0352 202.7562:16415.7051,40
50,50.9994:22488.1367 60.0555:65297.3867 61.0526:9872.4775 61.0588:10414.7959 64.9786:55206.8398 66.9942:24423.2109 70.065:192866.7812 71.0493:6962.418 71.0617:15472.3096 71.0683:202013.6406 72.0805:7112.0542 73.0841:7849.7852 74.4951:5924.8081 78.9942:93996.1641 80.18:5006.0127 82.9893:7708.7612 95.9968:15222.0762 96.9975:6691.0205 97.0047:176808.7344 98.984:637526.9375 103.0543:13345.3037 115.0542:15327.7959 116.9945:17303.877 117.0566:8295.5049 117.0736:5606.8594 128.4184:5354.5708 130.0649:110026.0234 131.0497:8850.8164 131.0691:10018.3477 131.1004:9974.7832 132.081:15954.8076 139.714:7326.2983 140.0104:10731.0039 140.9499:21308.832 143.0734:6780.8833 158.06:28197.1738 158.9604:1395349.25 159.9637:18795.2656 160.0753:48396.8047 176.0697:12857.5361 176.971:609202.3125 177.9737:6049.3418 190.9863:9516.4062 199.9868:135191.2188,40
50,60.0555:264829.5938 64.9092:3390.4714 70.065:1454183.625 71.049:45766.168 71.0683:65018.7188 72.0806:49440.3125 81.0693:3989.812 82.1701:3669.8569 85.9823:4506.418 88.0757:6608.481 89.1617:3690.7356 97.0761:6519.9873 98.0605:5904.3872 103.054:25087.502 106.0397:6154.2051 111.9043:3893.1841 112.0868:16441.0273 116.0705:54510.9766 118.0646:4469.2437 130.065:199917.4219 130.0973:46282.7773 131.0493:11636.5879 146.0605:7310.1772 148.076:9272.4756 158.0601:58471.4219 174.0776:7074.8638 175.0875:5055.9429 176.0706:22547.7324 185.9266:3713.2234,40
50,51.722:3437.2458 60.0555:39907.7969 61.7286:3708.3152 70.065:227917.2812 70.9569:3466.1816 71.0489:6192.5635 71.0683:10177.1357 72.0808:4491.8516 80.1898:3263.2991 91.0541:5650.5415 95.0492:6750.2188 103.0541:70778.7031 104.0492:4038.5608 106.0401:6403.6182 116.0709:9173.29 118.0653:6939.1768 130.065:441366.0 130.0964:9917.0039 131.0491:23451.2012 133.0525:10534.1758 138.1366:3807.8113 146.0599:13210.835 148.0759:18334.3613 158.0601:128335.0234 161.0474:7656.4028 173.0687:4165.106 174.0777:6906.3198 175.0633:4466.606 175.0879:8412.6152 176.0708:51232.6055 181.6306:3888.6541,40
50,60.0527:5716.999 60.0555:90438.8672 70.065:474860.125 70.7591:3567.7466 71.049:12560.6279 71.0683:20309.1562 72.0806:14371.4307 92.228:3651.6553 95.049:6436.2173 103.0541:39751.6406 112.0867:5060.0522 116.0706:17993.4609 118.0655:4622.3071 119.0858:5656.1597 128.1602:5335.8032 128.798:4173.8555 129.0564:4046.5435 130.065:306361.0 130.0971:16297.3604 131.049:24175.8125 132.0444:3740.2993 132.0804:4974.5864 133.0526:6850.2109 133.1025:4528.4263 146.0597:8953.2734 148.0757:19857.5586 157.0757:4635.1797 158.06:92418.6406 158.2917:4120.5981 161.0474:7632.6851 173.5113:5225.6108 174.077:5533.5229 175.0871:6585.147 176.0707:35624.332,40
53,57.0335:4288.9756 57.9347:11833.8564 58.1266:3659.2749 59.6634:4149.5835 63.1892:3549.457 67.0541:17540.7598 68.0497:5617.729 80.0496:9286.7461 81.0334:8884.3389 82.0527:4028.8403 82.0651:10639.8789 83.0493:4476.9136 83.0554:4740.0635 83.0603:63746.3477 93.0701:4436.7466 94.0649:5379.9834 95.0495:5707.9678 95.0604:9490.8857 95.7976:3791.3523 102.9564:6112.5015 103.0543:11754.8828 107.0602:15370.1074 109.0639:5098.3423 110.0599:27222.9668 115.9638:6064.936 116.9718:27009.5137 120.0439:6583.8164 120.0808:30262.707 121.0757:4633.8545 123.0928:4487.4385 124.0869:352533.7188 125.0712:6779.3018 125.0903:12478.71 138.0551:19419.3125 139.9882:15083.3955 149.0713:5108.6191 166.0501:9648.5771 167.056:7558.4204,40
53,57.9348:12958.5488 60.2549:3803.0039 65.0387:8171.7651 66.0339:6272.1743 67.0543:11535.7549 79.0544:8748.5254 80.0495:6899.6104 81.0339:8202.3604 82.0651:12201.6318 83.0604:58613.3008 84.0446:6094.2378 84.7242:3766.8506 84.9468:4729.6465 88.597:4147.5571 91.0544:7418.9116 93.07:10111.1338 94.0652:6220.0698 95.0488:6205.8628 95.0605:11783.4404 102.9563:4648.9131 103.0542:55899.8398 104.0579:5044.314 107.0491:6096.8301 107.0603:14895.0283 107.1835:4049.3306 110.0601:23917.2852 113.9005:4490.9092 115.9646:5409.6333 116.9719:22379.127 120.0809:130413.2031 121.0756:5857.0405 121.0845:13221.8477 123.0921:4368.5259 124.0871:364247.1562 125.0706:6753.6816 125.0905:23236.6367 138.0551:21913.4863 139.9881:16134.2793 144.3759:4569.9429 149.0713:8082.2285 166.05:7518.1729 167.0567:5811.541 199.447:3949.1941,40
53,53.4466:3274.0015 57.9346:7815.1411 60.0859:4302.4219 65.0384:8510.2021 66.0337:7619.5161 67.0541:14256.5518 79.0541:34401.3203 80.0496:9596.1572 81.0333:10082.8906 81.4784:4573.251 82.0651:9446.4141 83.0602:47367.3867 84.0442:8504.9092 88.583:4384.7461 91.054:18457.8965 93.0696:53850.6797 94.0649:6425.0483 94.0732:3463.2039 95.0489:14494.25 95.0603:12254.7842 102.142:3526.7844 102.957:3808.8687 103.054:251853.9531 104.0573:22103.3574 107.0489:17493.3926 107.0599:16690.1211 109.0278:4363.6875 109.0634:5703.6279 110.0598:31079.0039 115.964:5989.374 116.4871:3718.1746 116.9717:20656.3145 120.0806:610123.625 121.084:51225.9141 123.0915:4156.7563 124.0868:290566.9062 125.0708:8841.1846 125.09:15613.918 133.9744:4375.687 138.0547:18313.8965 139.9875:5067.3716 144.0804:6012.6909 149.0705:5433.0688 166.0486:4505.6084 198.3714:4286.3711,40
53,51.4571:4847.5254 56.8848:4494.4312 66.0334:4725.1284 67.054:14916.7441 68.0491:7722.8701 77.0386:6659.0049 79.054:135813.7812 79.0991:4614.8252 79.9279:5394.5591 80.0494:12098.7119 80.0571:6360.0986 81.0333:8179.8936 82.065:12056.7383 83.0602:41911.7148 91.054:107249.8828 92.0502:5880.8931 92.0572:6899.1172 93.0696:274693.1562 94.0648:9530.0 94.0729:17532.5762 95.0488:76502.0469 95.0596:10640.7227 96.0436:5876.0938 102.046:6171.3237 103.0539:1222349.625 104.0573:106458.375 105.0444:18052.334 105.0698:7367.0649 107.0489:87158.9766 107.0598:18766.832 110.0597:32040.5234 115.9637:7060.3213 116.9717:16132.5791 117.824:4832.3657 118.065:19896.4844 119.0726:14940.4902 120.0805:2936379.5 121.0839:252826.0625 124.0867:251106.8906 125.0901:16381.9072 131.0486:12496.5264 138.0547:18821.3496 139.9877:9663.9619 144.0804:30314.0469 166.0506:6387.8252 192.0308:4680.0308 202.0771:803.0989,40
53,52.4526:3562.9668 55.0178:7226.0269 57.9349:7046.9321 59.5418:3380.6567 60.6359:3715.6021 61.373:3239.6497 61.7312:3410.801 64.3858:3784.051 65.0386:11233.6992 66.0339:4256.749 67.0416:5532.4341 67.0542:33888.082 68.0496:4830.6387 70.0286:4904.2979 79.0542:7771.1133 80.0496:9421.666 81.0335:32182.5996 81.0699:4463.5537 82.0652:29178.5254 83.0492:4649.9312 83.0603:47854.8672 84.0446:5552.1611 91.054:10185.7012 93.0698:15595.9922 95.0492:4529.5469 95.0604:9949.8223 96.0443:8988.7793 103.0542:58532.8008 104.0576:6794.3433 107.0603:15596.8438 109.0284:15620.0693 109.0639:5095.0122 109.0772:4468.5356 110.0521:5387.0234 110.06:101642.3906 111.0443:7820.2744 111.0635:5320.2373 115.9641:4110.7222 116.9719:17368.3887 118.0862:17949.418 120.0449:11465.8203 120.0808:132166.9219 121.0284:8747.5283 121.0845:10819.4629 123.0917:5812.9712 124.087:274550.6562 125.0712:5537.8472 125.0905:13436.7402 137.0235:5120.8809 138.055:68628.0234 139.0584:4929.3936 139.9877:8205.5078 149.0721:5312.9868 158.3238:4109.8145 166.0498:21296.7109 182.4173:3828.1431,40
53,51.7676:3666.916 56.9722:3434.7043 57.9349:7918.5537 65.0385:16173.7354 66.0339:8864.9258 67.0541:39863.5586 68.0494:5006.438 71.9715:4231.2197 79.054:14173.6338 79.3785:4451.2085 80.0493:14717.5527 81.0334:33892.3398 81.0446:4399.2002 82.065:23788.0664 83.0488:10308.3838 83.0555:3452.2043 83.0602:49847.3359 91.0543:8585.6699 91.1021:3848.0237 91.5397:3940.9705 92.0493:8312.7959 93.0697:25999.6035 95.049:12587.7871 95.0606:14845.9619 96.0443:8769.8467 102.9559:7181.1968 103.0541:106191.8125 104.0575:7824.438 107.0486:5462.8677 107.0599:12881.8018 109.0283:14451.4463 109.0766:3909.6267 110.0598:88291.6328 111.0441:8933.7363 111.0628:9046.9326 115.9645:10865.5283 116.9719:22711.7773 118.0862:5881.0752 119.8499:4769.7207 120.0441:15215.875 120.0807:261063.3594 121.029:6042.9561 121.0844:16960.9844 124.0869:283317.25 125.0709:6953.4526 125.0903:11307.2607 137.0232:6929.8315 138.0443:5994.9688 138.0549:71023.2422 139.9876:14434.8867 149.0712:4677.8867 166.0497:20564.0352,40
53,53.6459:18985.7891 57.0294:16581.1641 67.0543:19561.0137 68.2227:21118.7383 77.0387:25152.4648 79.054:531646.875 80.0493:27923.8418 80.0574:21184.1934 81.6926:19747.2305 83.0601:19185.1426 91.0483:23727.5137 91.054:437175.4688 92.0573:24467.2266 93.0696:1134885.875 93.2402:19786.3379 94.0731:72985.5078 95.043:27778.4395 95.0489:315764.3438 96.0522:25601.6094 102.0464:20440.2246 103.054:5035070.5 104.0508:33883.2969 104.0573:421478.4688 105.0444:82511.1484 107.0423:18565.4121 107.0488:308018.5625 108.052:26121.1758 110.0602:30859.5684 118.0649:87731.8203 119.0728:51101.1836 120.0805:11994454.0 121.0839:1077263.5 124.0867:261465.0312 125.0901:19356.1719 131.0491:52404.2969 144.0804:119336.2578 170.4048:22800.5781 174.1388:19174.9609 175.6907:20322.4902 202.0774:711.5606,40
53,67.0543:33749.2266 67.9982:28142.8066 77.0388:40745.1055 79.054:796865.75 80.0494:54784.2422 82.065:36257.0703 91.054:601290.625 92.0571:44495.7539 93.0696:1513569.25 94.073:97740.3906 95.0429:41178.5039 95.0489:480893.5312 96.0526:31029.9746 97.6576:32878.5508 102.046:43222.0781 103.0539:7320532.0 104.0504:51085.5898 104.0573:587935.5 105.0446:82990.0703 105.07:46922.2305 107.0411:29961.3613 107.0488:577279.5625 110.06:38799.168 118.0653:131011.3516 119.0727:58588.0742 120.0805:17013018.0 121.0839:1485917.5 124.0867:175677.5938 131.0487:73021.2656 144.0808:163025.2656 145.0836:34443.6094 158.9173:28341.9961 179.4103:31745.9121 181.0414:33810.8984,40
53,55.0177:4128.1997 56.0494:4454.6914 57.9347:12612.8623 65.0384:9849.5068 66.0335:5090.3154 66.9435:3817.5735 67.0542:26255.4004 69.102:4661.0659 70.6023:3619.7708 79.0541:28743.3887 80.0493:9176.8584 81.0334:26984.4922 81.0447:3753.5859 81.818:3557.4412 82.0651:26526.4727 83.0487:7812.8574 83.0603:46366.543 84.0443:5052.9751 91.054:18334.834 92.0498:5309.8296 93.0697:54482.5742 94.0649:6312.3164 95.0491:17918.1426 95.0603:10409.0488 102.9563:3908.8792 103.0541:229327.875 104.0575:18343.0273 105.0447:4105.043 107.0488:17519.2773 107.0602:13771.3691 108.0449:5349.5835 109.0281:10413.5195 109.063:6141.4673 110.0599:70904.7109 111.0439:8640.8848 111.9899:3609.8599 116.9719:25341.5781 118.0647:5511.291 118.0859:7318.0967 120.0433:8746.6943 120.0807:563777.9375 121.0277:4030.2498 121.075:6307.9077 121.0841:46043.6836 124.0868:269944.0625 125.0904:12578.3398 138.055:53784.3594 139.0597:6846.6768 139.988:14439.6963 144.0806:7021.6616 148.0394:6004.1099 166.0496:13647.0908,40
53,51.0231:13292.5117 52.6317:12746.8262 53.5975:12045.9609 56.0789:14281.8525 62.8605:13984.9346 65.0384:13455.0645 67.0541:22842.5 71.9515:18043.6973 79.054:395761.7188 80.0496:25504.9922 80.0574:21898.9941 83.0602:30531.4805 88.1162:14185.2627 91.0483:16965.9609 91.0541:259507.1719 93.0697:757441.5 94.0652:16485.832 94.0731:49974.6562 95.0489:230917.0781 103.054:3349775.0 104.0573:306560.9375 104.9829:14736.6582 105.0444:61012.4102 107.0489:222940.8438 108.0519:23575.5293 109.0278:17747.7207 110.06:54944.5703 115.9641:13058.9414 118.0648:71181.5625 119.0729:44674.5664 120.0806:8131377.5 121.0839:723421.25 124.0868:263924.0312 131.0486:18738.7461 138.0547:29673.4688 143.0578:14002.1055 144.0806:60044.8555 182.3659:17242.0684,40
53,53.4983:4703.8027 57.9348:10573.5654 62.7529:4971.6387 65.0387:6740.8081 66.0339:6471.2627 67.0541:29433.793 73.7686:5039.3931 79.0541:85400.5312 80.0493:11084.9668 81.0336:16235.0469 82.0652:15778.3926 83.0602:40973.8945 84.0447:5444.9297 91.0541:72752.3594 93.0697:167587.5938 94.0646:5649.8262 94.0731:9194.9854 95.049:57821.0898 95.0603:10589.8467 95.2981:5240.1899 103.0541:741573.625 104.0575:61299.6055 105.0447:10749.5508 107.049:57804.7969 107.0601:19241.2363 109.064:4921.9038 110.06:55850.2148 111.0437:6256.3247 116.4525:4740.665 116.9719:20972.8828 118.0653:13765.1982 119.0733:5479.4858 120.0807:1769944.0 121.0841:151273.5 122.6834:4602.1641 124.0869:237252.4375 125.0903:18370.4727 128.8211:5996.7026 132.4923:4824.7036 138.0549:40956.7656 139.988:8806.7227 144.0804:13964.4756 166.0498:8077.7627 193.9653:4902.2051,40
95,56.0495:1389525.75 57.0528:60808.9727 64.9272:1460151.75 74.0236:38611.2891 84.0443:13463304.0 85.0284:357341.3125 85.0425:44839.8203 85.0477:628272.6875 95.5821:18215.5391 102.0549:254539.2031 114.4363:20505.8926 123.9553:32798.5312 123.9643:269133.625 130.0499:125706.6562 146.9802:83207.4453 168.3422:19217.9121,40
95,56.0493:3880528.75 57.0527:122424.0781 64.2023:60313.2656 64.9238:77045.25 64.927:1184288.375 67.7501:55317.543 69.7801:61611.7148 74.0235:178473.8281 79.2648:61181.8516 84.0441:35422532.0 84.8237:64109.0352 85.0281:842039.4375 85.0423:125692.8125 85.0475:1815702.875 90.5128:51285.1914 95.0122:80837.4219 102.0546:692931.3125 115.4146:65278.1445 123.9641:203297.1562 130.0494:372043.4688 142.2532:68087.9375 146.9801:80401.8125 165.9616:58043.0078 173.4556:133375.7656,40
95,56.0494:35160.5195 56.726:3743.3484 62.9289:15478.2725 64.9271:1636014.75 65.0385:18234.2246 82.9379:15635.3477 84.0443:305217.875 85.0285:7548.1299 85.0475:11937.8652 91.0545:5174.3657 92.0495:4152.7666 93.0332:4808.9146 100.9483:9389.2295 101.0167:6858.0098 102.055:8590.6152 104.9865:3522.3799 105.0331:4360.0747 105.9537:15243.0684 111.0445:4345.8521 123.9643:339511.4062 124.9682:7474.2085 146.9803:114890.6406 147.9841:5679.7949 148.4581:4861.5889,40
95,54.7412:4499.1768 56.0495:72604.6172 57.053:5217.3149 57.1481:3614.5415 62.9289:11626.1436 64.9272:1345565.0 65.0384:20459.7949 81.4596:3460.0129 82.938:14793.9541 84.0443:503347.3438 85.0283:9891.1152 85.0477:28393.1582 95.0489:6087.0425 102.055:8942.1426 105.9538:12453.0371 111.0436:5928.0176 121.0287:8855.209 121.0387:3836.843 121.0758:5161.3677 123.9643:257454.3906 137.0373:4941.8008 146.9686:7129.2207 146.9803:92091.7422 168.579:4202.772 173.4568:5639.3647,40
95,52.4988:3729.8176 56.0494:28696.7598 62.1478:4079.1401 62.929:14296.5254 64.9272:1201215.75 65.0385:15739.8887 79.5103:3958.8386 82.9378:10878.4121 84.0443:206163.5312 85.0477:6067.4644 91.0545:7374.1094 95.0493:6179.7729 100.9488:4456.9663 102.0553:5265.2837 105.9539:12649.5752 121.0396:4248.9272 123.9643:224296.7812 124.9674:6346.7754 126.6786:3691.1531 140.3666:4071.2761 146.9804:79409.5938,40
95,56.0495:1043604.875 57.0528:51092.8164 62.4518:18834.541 64.9272:1295555.875 65.0388:24532.2188 74.0238:33550.3828 83.8367:17196.2305 84.0443:10563060.0 85.0284:214657.9375 85.0416:62231.75 85.0477:557312.125 95.8761:21099.1582 102.0548:187521.8438 123.9643:218686.4062 125.3779:20293.6797 130.0499:119584.6562 130.5664:20647.6387 146.9805:94017.2969 150.2469:19312.9824,40
95,56.0495:90360.7656 57.0529:3842.99 60.4529:4313.145 62.9291:13638.0918 64.9272:1359578.125 65.0385:20181.3516 79.5149:4279.9478 82.9379:14468.1553 84.0444:821585.375 85.0284:15630.6738 85.0423:7106.3433 85.0477:46686.8516 91.0546:4998.0742 95.0489:5403.1582 100.9484:5482.0938 102.055:13555.8145 105.9542:11607.415 111.4848:3578.3115 111.6971:4871.2261 121.0395:5083.2661 121.0761:5353.4492 123.9644:250957.8125 130.0497:11438.666 146.9804:95650.1562 149.0717:3822.4863 173.4768:7508.5942,40
95,53.7268:3603.5527 56.0495:26864.291 62.9291:12740.0879 64.9272:1324864.5 65.0385:25145.0098 67.6458:3287.6379 71.4635:3700.009 82.9381:11199.9102 84.0443:256658.0 85.0286:5915.0322 85.0476:11346.6211 91.0543:7168.9546 94.2756:3789.8267 100.9485:5379.8633 102.0552:6250.7324 105.0335:7673.2773 105.954:13260.167 118.7571:3915.4709 121.028:6469.3623 123.9643:271491.5625 124.9681:5994.6045 130.05:4608.9067 146.9804:92521.8984 196.7161:4124.1455,40
109,57.6247:3449.8174 59.9514:3684.7969 63.8272:3427.5425 72.8344:3546.7773 89.0595:10138.2539 125.1074:5145.6641 132.7549:4089.1636 152.0566:152306.5156 153.0403:11409.3301 153.0601:5997.8364 173.4563:7477.082 199.6189:4617.5879 199.6693:4312.8774 212.095:5690.5259 256.8472:3887.0505 284.2949:4418.3789,40
109,57.0334:25799.1191 61.1:17099.5781 69.0333:19387.1289 73.0284:20654.2227 85.0283:27218.041 89.587:17880.584 96.5462:19457.832 109.0502:29626.2988 110.0348:103775.0234 128.0452:123145.1953 135.0303:68781.0859 152.0567:9358401.0 153.0407:708994.5 153.0596:397531.3438 154.0438:56394.3516,40
109,56.5826:3511.6912 60.6289:4307.4907 65.874:4201.3037 69.0333:4237.4956 72.5193:3508.4519 89.0595:5631.4214 107.9201:3979.9846 110.2825:3670.9487 125.1073:6670.6011 126.4123:3896.6145 152.0567:45743.9258 247.7187:4077.6404,40
109,67.4558:11729.4971 69.0331:23924.3613 71.0125:18055.9453 83.5921:13666.4258 85.0282:17539.8848 109.0504:18052.9785 110.0345:57519.75 128.0451:70910.7656 135.0301:27091.0547 152.0565:6277938.5 153.0404:492418.0 153.0592:272071.2188 154.0438:18679.6348 239.9892:14469.2002 242.6836:13109.7754,40
109,57.3012:4343.5015 86.0597:3981.0557 89.0595:5110.9355 110.0709:11877.2764 114.055:6752.2622 152.0566:136434.4375 153.0403:10422.5693 168.0689:11797.1367 222.739:4283.4575 284.3308:5023.7939,40
109,61.6537:3692.9231 70.0643:3947.6096 76.3156:3885.3091 81.0694:3758.2344 89.0593:6189.498 94.5072:3585.4666 95.0857:4278.7915 110.0343:10158.6621 117.4402:3535.9358 125.1067:5822.2314 128.0449:13913.749 135.0286:4870.0884 152.0563:914460.875 153.0403:65607.4922 153.0589:41171.1094 162.073:3846.665 173.4786:8081.708 212.0939:7702.2466 240.6488:4021.5168 284.2952:6122.3745 284.3295:5256.1294 290.443:3785.1636,40
109,57.0335:5178.7227 68.3449:4020.1172 69.0332:3858.4199 71.0127:4618.1465 73.0284:5697.0918 75.0438:3588.0325 89.0595:4636.998 109.0507:7276.3442 110.0348:19979.127 110.4698:4163.813 128.0454:22819.1875 135.0308:9275.2461 139.7378:4140.4043 152.0568:2050389.125 153.0408:172345.8594 153.0596:103727.3047 154.0242:4080.1169 154.0439:10286.3516 160.4143:3806.1497 168.0692:9119.9678 184.8857:3892.5718 252.5234:4063.2915,40
112,55.029:6005.1733 55.0544:4006.8442 67.029:34562.332 68.0243:10612.7871 80.0243:4177.4521 81.0446:5239.5659 82.04:5189.6914 83.0434:5622.3428 91.0541:15021.252 98.1105:3783.3132 108.0387:5637.1108 110.0348:18251.4863 111.0314:9727.8193 111.0384:39857.8438 112.0398:3976.2139 119.0493:4748.248 128.0455:15619.5615 129.0485:23509.0137 135.0497:6143.1646 136.0341:9857.9209 143.8676:3545.2769 153.0408:40247.3438 153.0597:45708.3945 154.0438:197301.0938 155.0291:6499.6572 155.0452:12505.1523 164.9745:4190.0117,40
116,53.0384:11252.7441 55.0178:11664.6123 55.9922:6491.0645 56.0493:1634497.625 57.0527:49022.4453 58.9947:34169.5234 61.0105:1975564.375 62.0103:10542.2441 62.0138:41651.2617 65.0384:14072.6465 67.0541:21854.4121 70.0647:8679.3467 74.0194:10829.3867 74.0234:159619.2656 74.0598:64251.3398 74.9898:9559.0596 75.0265:10109.2812 76.0015:13276.624 77.0054:15919.5635 79.0543:7641.6655 79.9426:10985.1797 80.9399:34156.4883 84.0441:21426.3086 85.0105:23808.4355 85.0282:28038.0859 87.026:180606.5 88.021:6939.4326 92.9236:11916.5889 93.0569:12895.7354 94.0648:408829.5625 94.9391:338779.0 95.0489:25567.0078 95.0683:24376.0469 102.0546:68986.6875 104.0522:38365.9531 104.94:11762.6602 105.9581:44120.0078 106.9555:128062.5156 107.0363:10420.3125 121.9502:17223.1074 122.0597:678000.9375 123.0632:50278.1445 133.0314:26656.3594 135.9661:8697.9443 143.3201:7079.1655 149.982:11311.8623 150.0546:115910.7266 151.0575:10062.2158 151.1538:7991.4868,40
116,53.0384:8335.126 55.0177:15848.8037 56.0494:33902.1602 57.053:3204.4575 61.0105:52044.3906 62.9286:4548.7417 65.0384:25954.1035 67.0541:47756.4883 68.0128:11101.3379 68.0494:9267.374 70.0651:5171.8315 71.2225:4005.7422 73.9645:3680.6033 74.0236:4748.6299 77.0383:3989.2651 79.0418:9396.5791 80.0493:13267.3838 82.0287:4054.7344 87.0263:4063.8601 93.0571:18066.2109 94.0649:673540.0625 95.049:39955.7461 95.0683:34671.5312 96.0443:10557.6855 104.0492:17355.502 105.0446:9501.25 107.0363:17882.0547 111.0446:5128.7661 111.0724:3566.7686 122.06:1062798.0 123.0633:79121.5391 132.0438:8383.9326 135.0329:3442.8748 150.055:177583.8125 151.0584:18614.0938 173.4576:4527.3638 180.1323:4213.5522,40
116,53.0387:9712.4961 55.0179:11017.3613 56.0494:1359343.125 57.0336:10754.1484 57.0527:52542.1836 58.9949:27912.1035 61.0105:1723436.375 62.0102:10632.6387 62.0138:31587.6348 64.247:8751.5859 65.0385:22991.4355 67.054:43506.0781 70.0651:14453.1768 74.0235:146011.5156 74.06:57104.8672 74.9892:8923.9619 75.0264:11659.2021 76.0015:16615.0664 77.0054:12359.9785 79.0419:10914.6143 80.0496:10242.7236 83.2318:9142.001 84.0442:14318.2051 85.0105:18117.1543 85.0284:22995.5371 87.0261:162846.25 93.0574:11874.874 93.3993:8920.6533 94.0649:548974.4375 94.9391:29095.2715 95.0489:40776.4258 95.0683:28187.9941 95.7761:7878.147 96.2863:8428.75 102.0548:69545.9844 104.0523:53541.0039 122.0598:890419.75 123.0632:64878.6406 133.0312:30632.7344 135.9975:9551.5723 150.0548:139804.375 175.0355:7892.7041 198.8398:8650.3652,40
116,53.0387:5031.2715 55.0179:10883.7588 56.0495:111196.1016 56.3305:4076.8892 56.5886:3417.3855 61.0106:96489.7266 65.0386:20218.2324 67.0542:28145.5664 68.013:9535.4375 68.0494:5814.5718 70.0654:6688.2954 74.0236:5922.1846 80.0496:11391.1406 80.6294:3441.8569 80.9404:5767.436 86.3954:3774.3584 87.0266:8466.5391 88.0759:6643.1899 92.1016:3675.5203 92.9238:6536.4272 93.0573:15206.0781 94.0651:435093.2812 94.9394:118786.6719 95.0491:31695.8945 95.0685:24975.5469 96.0447:7515.7104 104.0502:7749.8286 104.8379:4433.4165 105.0341:4248.9668 105.0446:5788.2144 105.9587:12357.3643 106.9558:40146.0273 107.0367:9373.3721 111.0447:4224.9229 112.5504:3900.3325 121.0403:6238.0977 121.051:4614.7593 121.076:3721.9363 121.9508:7855.7329 122.0601:723043.0625 123.0634:44331.0156 132.0443:6013.5923 135.9653:5961.6719 149.9818:6738.7173 150.0424:6362.9434 150.0552:114009.0547 151.0589:8573.1768,40
116,53.0385:34405.4727 56.0494:5155053.5 57.0527:122803.5469 58.9949:96937.3281 61.0105:6336550.5 62.0102:35525.5742 62.0138:124235.5312 72.003:33457.3203 74.0058:24870.0547 74.0196:30593.2637 74.0235:472801.6875 74.0599:222336.7188 74.9898:40198.7383 75.0264:41729.5469 76.0016:44334.5469 77.0056:54115.9531 84.0442:71411.0781 84.801:21885.8477 85.0106:54294.0664 85.0282:81356.4688 87.0261:563445.6875 94.0591:25120.6055 94.0649:430828.8125 94.9392:105124.7188 95.049:33750.0078 95.0682:37633.375 102.0496:18940.9062 102.0548:218740.6719 104.0526:171772.5469 105.9583:24811.8105 106.9557:59164.0078 122.0599:723945.75 123.0635:54477.5273 133.0317:98695.6016 150.0549:128522.1562 151.8712:30041.7793 173.4752:40033.6641,40
116,53.0386:8091.2305 55.0176:12280.3984 56.0492:103422.3047 61.0103:117423.1016 62.9287:4881.3271 64.9269:5397.8647 65.0382:25103.625 67.0538:41482.2891 68.0127:14196.0898 68.049:7501.9199 70.0646:11938.8418 74.0234:9294.001 74.0595:4400.791 79.0414:10293.6748 80.0491:15471.7705 81.0443:4153.25 82.0284:6548.6162 82.4446:3427.7004 87.0259:12608.209 89.6818:4191.6128 93.0569:22143.7891 94.0647:616501.5625 94.9389:6477.4385 95.0486:41963.3789 95.062:6717.8447 95.0681:38189.6836 96.0439:11764.2334 104.0488:13568.5713 105.0447:8409.0273 107.036:17068.084 111.0436:4448.6528 114.9169:3949.1841 122.0596:958220.6875 123.063:63811.2695 132.0441:10739.3545 150.0546:171290.4844 150.0682:8892.5869 151.0585:14432.5869 200.5848:3737.9856,40
