id,spectrum,eV
728,54.3921:2463.6475 55.3851:2400.8079 59.6871:3050.7478 60.773:3218.3838 69.0344:3738.514 83.0499:7630.896 85.0293:2580.9731 95.0498:26066.041 100.7555:2291.9905 103.5077:2400.1438 107.0495:5858.707 111.0447:26686.352 121.0292:3225.4214 123.0441:5184.464 129.0549:14067.171 133.0282:12777.057 133.5706:2495.8877 135.0446:2887.1648 139.039:22112.744 147.0655:4821.6704 151.0395:23045.83 157.0498:22960.883 161.0235:15260.691 163.0391:7191.835 163.4667:2833.4119 175.0607:3185.0864 179.0341:77579.336 247.3951:2523.5857 277.5455:2622.2295 298.2138:3012.033 307.084:4934.277 350.3506:2990.3057,30
731,57.918:2365.1055 60.206:2328.5884 60.9456:3624.7715 60.9484:4251.4614 77.0867:2468.2346 80.509:2682.655 114.6673:2581.296 115.7999:2522.4397 123.6383:2408.005 135.0445:5473.635 143.2121:2462.4456 145.0286:12198.598 163.0392:285522.62 163.798:2887.496 199.7385:2353.3076,30
731,53.8207:2353.7705 60.8797:4132.455 81.71:2970.4407 116.3564:2237.6465 116.3647:2434.2078 117.7469:2444.0085 120.7497:2942.0352 135.0436:5963.583 145.0288:13145.409 163.0392:390774.12 166.4694:2247.971 169.2641:2423.0432 280.9285:2431.81 327.4545:2504.0474,30
731,50.6455:2412.0894 53.7017:2548.57 60.8305:4213.8345 63.6376:2412.3018 70.6278:2308.3728 117.9152:2546.9426 124.5744:2403.0935 147.0389:2345.4585 163.039:40157.32 169.6386:2324.8447,30
732,67.055:2457.2856 69.0344:4587.376 71.7694:2339.7937 83.0498:16071.774 88.7092:2568.6372 93.0342:3850.8103 95.0498:31257.57 107.0494:8474.0625 111.0446:38590.184 121.0288:6284.608 123.0444:6253.821 129.0549:14071.725 133.0286:34977.99 139.0393:23096.963 151.0387:13216.156 157.0496:8795.155 161.0236:19603.32 163.0387:6424.4204 179.0341:53392.83 187.4506:3038.6763 211.126:2529.2993 212.0926:2462.0906 230.1406:2846.2698 296.8326:2713.7302 307.0829:3609.132 338.1741:2389.201,30
734,60.828:2353.639 60.8307:4061.094 72.1562:2190.995 82.0657:4943.9893 84.4573:2388.5562 124.0871:10138.702 149.0823:2529.8438 167.3087:2811.9521 174.9452:2119.924 181.5057:2519.226 189.114:6300.709 203.199:2370.0042 229.7162:2192.672 230.1404:412139.8,30
734,61.574:2562.7336 67.5582:2451.1594 85.3348:2500.398 107.0609:2264.413 121.7934:2619.101 124.0874:6120.1826 165.526:2279.3247 189.114:2910.426 223.8761:2733.2485 230.1404:165486.44,30
734,61.574:2423.0806 86.5968:2577.2568 100.4471:2719.2144 124.087:3403.8845 137.3177:2225.0159 154.381:2279.13 212.1655:2859.6562 230.1402:129040.9 230.1746:3634.7468 236.9666:2379.0857,30
734,57.5351:5479.215 60.8297:5614.0415 67.7797:3041.294 82.0658:20782.773 107.0609:6243.593 124.0873:54021.92 133.7623:2269.6616 148.0868:8240.8125 149.0822:14966.408 154.6991:2697.894 163.4313:2491.9365 180.2026:2406.8547 189.1137:26606.195 212.089:2683.055 212.1646:7027.6753 213.1124:2695.0906 230.0934:10724.525 230.1403:1752225.1 230.1774:20362.625 230.1885:8659.671,30
734,55.4498:2407.4348 61.3166:4160.8213 65.5941:2202.0203 66.0202:2660.5894 71.5513:2064.5762 74.266:2023.1028 81.4516:2446.6409 82.0661:4470.0195 86.2431:2199.4285 93.2682:2500.7815 94.9692:2211.4736 124.0879:12527.647 136.4535:2303.0598 141.1846:2478.6394 149.0824:2829.3655 172.3988:2364.0544 189.1141:2717.9724 230.1403:361929.2,30
734,56.4203:2464.3606 60.8683:2188.2805 61.3157:3673.1477 61.3184:2599.3667 71.4717:2608.207 77.5977:2313.898 82.0659:5009.5327 84.6047:2202.8057 96.8642:2446.8428 101.4673:2324.258 107.061:2889.221 124.0874:23235.81 148.0868:3887.4597 149.0826:5991.9873 189.114:8074.0073 230.1403:534662.56,30
734,61.3166:4477.7827 68.2485:2156.2478 69.6627:2671.5652 82.0658:8855.822 84.9603:2274.03 96.865:3705.398 97.0563:2736.8525 115.2199:2392.2722 124.0873:33031.297 148.0874:3746.3535 149.0826:6895.0566 189.114:10529.105 213.1142:3269.037 230.1403:946938.5 253.2002:2505.9634,30
734,57.535:10729.837 59.36:4648.6123 60.8285:4359.668 60.8313:7638.3745 63.9674:4957.564 73.0995:4849.6206 82.066:28902.557 92.2606:4610.658 107.0608:10437.377 107.8606:4466.3887 113.5254:5570.668 120.4987:4325.033 124.0873:86227.49 148.0872:12459.787 149.0826:27633.818 189.1138:37862.19 230.0933:15384.511 230.1403:2712810.8 230.177:16946.553 230.1883:16641.186,30
734,55.2945:2636.4907 57.5152:2521.7104 68.5001:2209.5132 82.0658:2345.805 98.097:2319.8955 124.0876:3286.6409 159.117:2558.0286 170.1545:3142.1304 175.3209:2594.4 176.1436:3248.198 194.1546:13682.9795 212.1646:8358.081 230.1404:183505.47 230.1764:5440.4043,30
738,52.6045:2576.7205 60.0311:2314.0037 60.5221:4403.54 63.0238:4281.686 79.055:6320.5845 81.169:2482.9277 89.0393:29987.605 94.5014:2021.592 96.8635:3293.2524 97.3156:2185.9697 107.0496:25897.531 110.7409:2324.4006 117.0339:76734.22 135.0443:337135.22 141.5196:2754.1506 145.0197:4505.3984 145.0286:303944.56 150.8952:2369.5833 163.0391:914943.0 163.0675:6441.6772,30
738,52.5095:2223.3667 54.8458:2176.6638 88.8422:2009.8416 89.0392:9450.154 101.408:2265.4744 107.0495:8957.949 117.0339:35435.25 117.0708:2515.5667 135.0444:125332.336 135.0549:4985.139 145.0286:110878.27 145.0381:2581.3347 163.025:6441.121 163.0392:312569.06 163.1116:3891.0784,30
746,54.3013:3858.3533 57.9306:4253.1855 60.4169:12834.649 69.0345:8383.056 70.047:4052.5964 72.0775:4467.9663 72.0816:194899.97 72.0857:7362.3594 75.2559:4518.5405 81.0341:6111.5664 84.0815:38589.363 85.0291:28188.455 87.0322:7178.5825 96.8661:8629.907 97.029:35869.72 99.0449:7714.1665 102.092:39396.168 104.1075:10636.407 109.0284:5913.145 114.0916:16006.504 118.0867:315066.53 118.0953:11241.003 127.0395:75629.99 130.0765:5909.187 130.0866:310850.06 130.0965:12762.67 143.0578:28679.475 144.1018:5747.878 145.0497:19469.148 150.0914:19537.424 154.0864:5418.532 160.0971:13099.137 161.0685:27507.783 168.1022:10253.262 172.0966:5248.924 180.102:9716.15 196.0971:81423.414 198.1127:108209.32 198.1311:6479.759 216.1233:673868.06 221.0187:21470.873 227.4768:5444.001 234.1338:139132.55 244.1182:634773.4 262.1288:800458.25 280.0923:10555.024 280.1396:5823.1953,30
746,53.4813:2115.736 55.6811:2096.2231 60.2417:2300.6516 61.5738:2415.7 63.3807:2282.2178 64.1342:2306.6702 66.6991:2197.777 67.0575:1997.5529 72.0817:8833.934 94.5696:2381.5298 104.1073:4241.9146 118.0868:10043.763 127.0396:3305.0332 130.0866:13692.356 163.5677:2536.3005 177.3148:2168.1921 196.0974:3621.7463 198.1128:6817.9927 216.1235:30849.934 221.0188:7642.2617 234.1332:6511.017 244.1186:31977.59 262.129:39851.586,30
747,53.144:2268.4585 59.2439:2509.8506 60.2737:2054.5547 72.2102:2512.064 80.2665:2491.5615 84.045:5075.612 97.0236:3302.0088 97.0292:30724.791 109.0291:5213.353 114.0554:4064.5007 130.0503:42421.906 132.3936:2692.3237 142.0499:10140.81 144.293:2248.4055 145.0607:3389.6123 154.0494:3371.8357 158.764:2620.3616 164.0699:3342.4622 175.0601:2770.09 192.065:5396.3706 226.0696:5958.5747 238.0714:28052.812 256.083:6047.6006 282.9508:2266.9424,30
767,50.4812:3555.5125 52.2734:2692.082 53.8604:2843.29 54.5461:3005.276 55.9355:3219.3896 56.0505:27115.252 56.9359:3907.1572 60.0567:5705.9155 68.7462:2792.995 70.0661:69670.17 71.0498:3691.9695 71.9305:5239.4956 72.9379:3678.4043 80.25:2876.4043 83.1456:2938.938 84.0452:1222717.5 84.0554:9857.459 84.0815:798925.8 84.3156:3114.8042 85.0292:59263.75 87.0451:3540.8357 88.9532:3803.8245 89.9406:4940.2026 91.0947:3281.9785 95.0133:4265.551 97.0079:3614.756 102.0556:32365.836 107.9509:6578.3525 112.0399:4950.369 112.0761:3417.1824 112.1123:5304.88 124.5779:3626.7131 125.9612:4722.0923 129.9539:5988.457 130.0502:266029.62 130.0658:5400.0103 130.0866:240234.23 130.1229:24985.268 130.9664:3268.1282 139.4963:2988.8582 147.9626:3935.828 148.9777:6086.799,30
781,57.8008:4421.697 64.4132:4374.0674 70.4172:4167.563 90.9773:1322816.2 90.989:9918.511 124.0874:27103.871 158.9641:5567.334 166.0977:32154.723 215.4236:4756.793 220.9348:122507.07 225.8814:12986.492 243.8923:6077.595,30
791,52.403:4306.7007 53.3716:3301.9634 56.7588:3580.7085 57.5698:3297.4746 59.7087:6261.9863 59.7118:7620.7446 62.9909:3628.53 65.4496:3892.576 76.5794:3509.564 79.5076:3671.5532 80.0504:3855.8635 81.0342:44465.938 81.061:3953.0168 84.0451:26014.07 85.0291:5715.6646 86.0608:10305.961 96.045:9087.825 96.8659:7791.1255 97.0228:3967.6467 97.029:114453.96 97.034:2208.3984 99.0557:4855.0205 101.0654:3806.4504 101.0715:14060.263 109.0286:10262.351 110.0605:9939.456 110.5719:3984.0613 111.0444:21784.877 114.0552:10912.293 125.0713:6844.616 126.0551:8852.216 127.0396:17267.797 128.0709:7075.3335 130.0502:254686.9 130.0601:7963.464 130.0647:6067.7427 137.0697:4405.378 142.0501:48352.21 144.0656:28071.178 144.8286:3634.4673 147.0765:45987.63 148.0756:7901.444 157.0611:33632.035 159.0768:29504.582 161.0676:5052.8193 162.055:5953.973 162.0764:6749.2183 163.0876:3578.9663 164.0708:12002.163 172.0607:12340.466 176.0709:25538.031 179.0817:14317.536 180.0647:21006.562 181.0973:5491.4814 184.0611:4461.573 191.0819:5886.7007 192.0662:37361.75 193.0971:15071.198 194.081:12527.712 196.0614:20967.871 196.7193:3321.4497 208.0606:290156.88 208.0808:9068.372 209.0922:31345.738 210.0756:18797.34 211.108:10151.2295 212.0918:8643.217 213.0869:6050.9585 220.0606:22978.348 225.0872:369044.75 226.0712:36604.582 227.1031:20084.855 227.2472:3435.504 228.0868:11523.383 237.0872:48670.242 238.0712:82480.4 245.1133:11961.204 255.0986:29269.258 256.0817:74994.13 273.1083:233516.78 274.0922:7082.0967 278.4149:3857.84 291.1192:54351.586 309.1048:10292.236,30
791,50.178:2257.3413 60.9715:3226.545 66.4879:2347.2568 72.2946:2507.798 81.0341:4718.912 97.029:13550.29 124.9806:2688.6558 127.0388:4035.559 130.0503:24389.602 130.0982:2493.2292 132.9855:2536.2122 142.05:4859.046 144.0654:3628.5488 147.0765:7021.966 157.0602:2285.4216 159.077:2941.6487 160.3091:2288.0513 180.0646:2776.0984 208.0608:24358.445 209.0928:5009.2163 225.087:32736.88 226.0707:4876.4478 238.071:8218.007 255.0978:3546.3667 256.0816:5937.264 273.1079:18313.53 291.1181:6055.0366 309.1028:2257.712,30
804,50.4277:3206.5322 59.5145:4021.5027 59.5176:16226.714 76.1542:2901.28 88.0433:3334.5413 90.3943:2778.7466 96.861:6790.784 96.8674:8089.649 118.5847:2945.1885 125.0606:3825.2668 161.8302:2773.852 166.4015:2826.7263 169.0837:3286.7449 235.1484:21123.225 245.1343:3833.038 263.1434:44146.055 278.8967:2746.5405 281.1536:28170.553 289.16:5212.079 299.1636:8770.37 361.1096:23861.371 397.1316:6175.6567 399.2331:19965.85 417.2403:4193.077 533.0238:3117.4065,30
804,50.3965:5528.3623 55.6078:4889.5967 58.4492:5038.1895 61.2095:7467.4424 67.0553:7052.2734 69.0706:8377.947 81.0705:10896.468 94.1023:5662.5044 95.0861:14779.398 97.0654:9410.221 107.086:13015.49 109.0655:16097.126 109.1017:39634.21 111.0808:30206.836 121.0656:6670.176 123.0808:13160.171 123.1172:16747.531 125.0604:48838.992 125.0965:18746.355 127.0754:12202.338 131.0861:7429.91 137.0963:14318.491 141.091:13804.371 143.0704:24873.383 143.6002:5979.0264 145.101:9521.81 151.1118:12427.234 153.0914:12218.457 157.1007:7047.1816 166.8269:5671.7485 183.1171:9464.525 193.1009:7796.7754 195.1175:18934.047 197.0974:6399.8145 205.1016:8055.4087 211.1111:7419.4326 213.1278:6395.001 221.0974:6115.0503 221.1327:26581.236 222.6271:5116.834 223.1128:6390.399 223.1466:6706.8267 231.1164:12037.254 233.1336:6219.013 235.124:7721.5767 235.1484:401168.53 235.173:6783.554 235.1836:7387.1426 237.164:85243.375 239.1434:7780.935 245.1068:6308.305 245.1327:195635.81 246.1411:17330.059 247.149:12620.935 248.1183:8086.629 249.1279:19548.354 251.146:5255.3213 253.159:24822.852 256.125:6837.2 259.1498:5527.882 261.1292:5772.775 261.1632:28491.766 263.1433:922359.6 264.1508:23095.352 265.1178:5543.177 265.159:13962.223 271.1494:28097.463 273.1629:9543.972 279.1346:5060.805 281.1538:666710.06 282.1626:7272.5186 283.1705:11882.623 287.1461:6321.198 289.1588:54625.176 291.1752:6791.1055 299.1645:230830.84 301.1578:9144.3955 303.1732:6875.545 304.9755:6251.0415 307.1677:15361.874 315.1757:11405.482 329.1536:6204.928 343.1:21643.47 357.2226:14544.829 361.0754:9000.635 361.1106:529380.2 371.2378:17931.84 379.1204:28396.266 381.2241:15288.83 387.1258:25798.285 389.2478:14070.384 397.1328:77780.89 399.1779:8530.289 399.2323:360966.62 399.2857:10444.476 417.243:58972.574 428.0534:6049.373 435.2532:22277.5 453.2638:16995.215 455.1858:7914.568 497.1999:56443.73 533.2203:7211.988,30
807,56.5834:4948.5234 61.5806:3722.2163 73.9434:2880.7783 88.756:2582.7876 103.3521:2384.4978 157.0393:3255.1492 165.3951:2642.0576 181.3457:2690.79 221.5026:3250.6145 342.6452:2982.0984 386.5732:3029.9087 396.206:2931.188 473.102:3462.856 491.2398:34526.13 509.2514:72137.48,30
807,56.5838:16572.162 59.5196:15529.05 64.7528:2604.7036 76.0278:2883.4934 96.8641:10449.313 96.8696:2832.4387 102.5764:3059.4958 103.279:3016.4011 135.3418:2790.8684 151.5917:2842.0298 161.1451:3010.494 162.6382:2666.367 173.0814:2825.1113 203.2139:3031.475 292.9816:3047.7537 326.8099:3167.1533 361.8165:3061.816 366.4794:2940.9412 509.2518:297477.3,30
807,53.9182:2563.1853 56.5835:4161.5933 66.5136:2909.5708 71.3899:2521.5247 96.8658:3050.3918 97.4926:2589.3372 173.3181:3293.9597 188.564:3020.6072 221.917:2617.7136 231.0996:9353.376 357.2039:10312.8125 472.7268:3374.1667 509.2514:99962.414 509.3252:6012.624,30
807,56.5812:3416.972 56.5836:6577.75 61.5796:3029.824 62.4649:3102.3467 65.389:2341.1084 84.6187:2604.8596 95.5559:3075.1848 151.4882:2787.9084 317.3548:2790.7197 509.188:2034.4991 509.2514:149267.08,30
808,52.3215:2877.0083 58.2881:2363.6572 61.5813:3302.4697 84.6684:2565.0034 95.2534:2672.371 96.867:3252.827 118.65:3402.2927 263.1431:22807.768 355.0308:3180.704,30
809,57.9136:2590.7449 59.2028:2753.9146 61.5787:3142.9937 62.3657:2411.7627 69.0972:2450.6072 79.0337:3014.8474 83.7692:3598.8164 105.2049:2673.0032 130.0886:2579.3184 160.8799:2572.3008 219.186:3075.8176 235.1479:8212.49 263.1429:37155.418 264.1472:9427.19 281.154:8058.0015 282.526:3088.9438 299.1669:3779.3376 299.655:2813.2715 386.8245:3174.962 508.2608:2956.8442,30
811,50.5107:2186.2922 61.5783:3002.0603 69.034:2653.978 73.4965:2494.1633 85.534:2586.634 87.5093:2535.6216 94.1699:2976.1501 95.0495:2990.0503 105.06:2608.831 107.0857:3275.0574 136.8594:2835.0303 196.0608:2942.102 208.9119:3003.9617 218.3721:3102.3264 221.0956:4493.2944 225.5224:2745.62 235.1482:12065.131 245.1324:5166.412 248.1188:4277.389 263.1433:114111.625 263.1713:5777.444 278.127:3098.9673 281.1543:29652.816 281.5929:2670.2966 289.1584:3700.1655 299.1649:3138.3086 316.5262:2778.9011 370.6278:3104.9583 389.2162:2360.9119 431.8659:3050.4224,30
812,53.2545:2454.9285 53.7235:2722.8477 60.835:5608.741 90.2747:2317.898 110.5993:2530.5945 138.1575:2562.413 141.9488:2678.2166 180.5126:2509.7 235.1485:27112.336 245.1345:6349.499 247.5906:2910.7678 263.1434:131818.7 281.1547:13004.916 355.8034:2997.8372,30
817,56.9431:37139.723 60.8405:7684.656 62.1422:4027.6328 72.9346:4196.305 72.9379:285618.38 74.0335:4083.1772 74.9535:7493.376 88.9327:29819.033 89.9404:22965.502 90.9484:88052.336 94.2901:4156.997 96.8658:4300.605 97.9693:58534.445 99.9488:21927.293 100.9329:5905.0225 102.9485:5254.611 106.943:13276.2705 107.951:13558.136 108.9587:8142.8423 109.0163:4009.476 112.9564:10791.327 113.9477:7730.629 113.9641:1069116.2 115.9797:12593.157 117.9587:6832.152 118.9432:10654.026 122.6681:4464.695 125.961:6654.181 129.9586:6304.6953 130.9666:27236.889 131.9745:401029.4 141.9474:10614.409 141.9588:363127.72 141.9701:10236.027 148.9771:34546.207 150.9565:7240.134 154.9909:9295.121 155.9752:7582.8945 159.9694:418103.0 159.9834:4400.303 177.9802:12078.004 182.9026:4688.0264 201.1375:4033.9756,30
817,55.9352:4392.281 56.9432:34057.887 58.6902:2827.323 60.5455:3691.9663 61.1046:5738.157 72.9346:5085.3936 72.9379:271777.4 74.9537:7944.167 88.9329:24118.082 89.9406:19463.438 90.9483:115825.12 96.9613:5304.648 97.9693:47236.31 99.0314:3644.8665 99.9486:21142.678 100.9327:5039.994 100.9442:3534.8115 102.9489:4230.909 106.9433:18891.479 107.9509:12256.6045 108.9587:13718.259 112.9562:4960.6997 113.9474:7686.844 113.9641:1062660.5 113.98:4689.769 115.9434:3249.7515 115.9796:13606.945 117.9587:6929.143 118.9432:10111.399 118.968:3114.1716 124.9532:8521.985 125.9614:11986.508 129.9592:6084.8374 130.9668:25200.604 131.9745:444752.9 136.9531:5380.5825 141.9588:340715.12 141.9703:6773.959 141.9822:3714.9385 148.9771:51843.164 149.9849:4674.6978 150.9562:7261.1416 154.9902:14841.727 155.9745:8101.8506 159.9693:468538.7 177.9566:6369.1333 177.9802:8722.307 182.9022:8546.873 182.9848:9212.672,30
817,56.9433:36813.152 60.8397:8776.854 61.1838:4872.1006 67.5418:4775.707 72.938:352236.94 74.9535:6742.187 88.9328:37907.055 89.9404:27511.559 90.9483:86298.64 96.9616:7685.484 97.9693:97199.45 99.9487:28309.008 106.9432:13793.141 107.9509:21411.27 108.9587:12614.946 111.0939:5327.953 112.9562:10458.935 113.9476:10503.978 113.9641:1375493.8 115.9431:6755.0303 115.9799:18831.139 118.943:11704.968 125.9614:10487.604 129.9591:6407.356 130.9666:29950.896 131.9745:432175.5 131.9892:8442.574 133.7741:5153.2583 136.9534:9094.35 141.9473:12155.276 141.9588:479361.2 141.9705:11804.072 148.9769:45647.055 150.9565:13916.309 154.9898:8464.081 159.9693:457636.03 167.4742:5163.84 167.7709:5638.6714 182.9024:6042.982,30
817,66.3251:2144.115 67.0554:2229.8838 71.0498:2263.17 71.0791:2058.2876 74.9383:5328.3623 80.3607:2201.7864 84.9605:7025.3135 93.071:2369.4302 94.7721:2140.5037 98.9627:2681.1504 107.0864:4460.641 109.1016:4228.6426 113.9641:3074.8171 114.9566:33887.094 115.9644:22691.191 116.9725:17362.7 117.9802:56453.92 132.967:27350.05 133.9747:10487.31 139.9883:7801.512 143.9589:5594.7236 149.0968:3352.8257 149.1328:3203.6736 150.9774:2808.566 161.9698:23716.85 162.008:3467.4749 167.1057:2405.9287 176.8923:2129.3413 179.9801:3440.3445 184.944:2062.8538,30
817,55.9353:2173.438 56.9432:10468.054 59.0613:7600.8726 60.9033:4085.275 60.9061:2802.5273 72.938:104751.26 88.9328:8518.656 89.9407:5383.663 90.9484:49273.527 92.7916:2103.9895 97.602:2446.8916 97.6089:2316.8813 97.9693:17586.758 99.6898:2276.6406 99.9486:4986.8877 100.3526:2685.5942 102.9491:3125.8962 106.9429:6773.5073 107.9508:6600.813 108.9588:8225.027 112.9555:3011.5693 113.9641:430152.28 113.9807:2961.593 115.9797:5193.9736 117.9595:3430.4097 118.9436:4024.797 118.9678:11922.037 124.0873:3245.8105 124.9539:2809.1375 125.0708:3029.6213 125.9618:4870.2666 130.9665:12398.058 131.9745:210431.0 132.9598:3062.3584 136.954:4622.3145 141.9474:4536.648 141.9588:141334.55 141.984:4714.9053 148.9775:15241.669 150.9568:5112.337 154.9077:3875.3652 154.9901:7781.882 155.9751:16967.832 159.9693:180774.84 170.4075:2491.0925 177.9564:12217.47 177.98:4662.098 182.9028:15637.6 182.9856:6410.2827 188.2021:2460.57 201.8658:2512.5566,30
817,54.579:2633.8218 56.9431:20548.633 60.839:3840.7393 69.0706:3016.2505 69.9244:2586.5276 72.938:169806.92 74.9539:4289.563 81.2239:2998.7954 88.9327:13405.458 89.9406:13244.031 90.9483:60768.17 97.9693:26045.69 99.9488:10337.527 102.9486:3367.9905 103.4216:2949.0642 106.9431:10238.834 107.9508:8052.688 108.9587:8878.041 111.2377:2974.6477 112.9563:6925.0015 113.9641:690667.3 115.9798:7708.5703 117.9587:7010.8022 118.9432:6689.525 123.0812:3623.3057 124.9532:4979.6436 125.9614:6837.52 130.9671:18329.492 131.9745:307498.03 136.9535:6707.3403 140.3975:3176.5547 141.9472:5027.8853 141.9588:221747.5 147.9684:5703.3154 148.9771:29036.21 149.986:3292.1016 150.9563:7016.105 155.975:6721.123 156.1622:2866.0537 159.9694:303603.3 177.9801:7127.145 182.9022:5145.1704,30
817,56.9432:47392.06 61.1032:7494.64 66.2602:4934.45 72.9346:5700.9688 72.9379:358981.53 74.9536:8802.992 77.1501:5281.901 88.9327:38018.69 89.9404:27617.297 90.9483:100504.664 92.7612:6494.153 93.2414:5118.682 97.9694:87072.875 97.9754:10283.202 99.9482:27478.3 102.9484:7587.313 104.7022:5795.013 106.9434:16560.932 107.9508:12711.582 112.9567:14695.133 113.9641:1456516.6 115.9797:21874.633 117.9592:6966.5674 118.9432:19257.754 124.9532:7379.4946 125.9617:13785.037 130.9668:37057.625 131.9745:438927.25 133.9535:5730.4976 136.9538:6928.441 141.9588:494926.34 147.9694:7303.1055 148.9773:45654.938 150.9564:6782.9814 154.9914:7200.957 155.9751:10393.227 159.9693:495379.1 177.9802:9742.836 182.9019:6671.917 182.9843:5944.137 187.7023:5301.9,30
818,55.9353:10333.084 61.183:3028.1956 63.0694:2101.8018 63.5754:2239.1436 65.6205:2274.5525 69.9348:2541.53 70.9427:3232.6274 78.9694:2245.2822 79.0489:2120.5564 87.9452:7687.1694 88.9691:3203.6165 95.9208:2290.0347 105.9556:6989.4727 123.9659:9278.552 128.9513:14284.523 128.971:3340.9016 146.9614:14135.514 146.9818:7528.435 147.6321:2101.9453,30
818,55.9353:3988.0613 61.5869:2541.1343 64.0538:2285.1692 75.7676:1883.6838 77.8353:2285.8926 89.409:2249.4485 102.9725:2060.959 128.9508:8016.519 146.9611:4322.239,30
818,53.9045:2255.7742 54.8694:2539.8552 55.167:2348.4463 55.9354:15374.94 56.0649:2347.5593 60.8771:3830.035 62.8445:2218.874 64.5365:2631.2966 69.2408:1964.4092 69.9349:7866.888 70.548:2086.7358 80.3565:2232.9734 87.9451:7819.708 88.9691:2979.3604 100.9945:2481.727 105.9556:11561.503 110.8458:1829.22 123.9658:14863.117 127.4474:2031.137 128.9511:20616.107 128.9711:3094.5542 146.9618:15861.574 146.9819:12364.404,30
818,55.9354:3623.9668 61.5853:3009.6484 65.3645:2364.9053 119.0669:2206.422 128.951:8182.1226 146.9615:3636.9487 149.6876:2101.4766,30
818,55.9354:6407.878 60.6313:3969.2825 66.8011:2230.88 91.4964:1823.0934 95.4963:2183.9429 96.8628:2529.7417 96.8684:2285.4116 97.8003:1914.9816 105.9559:2352.58 113.255:2126.5276 120.2433:2184.848 124.2056:2458.9106 128.9509:9717.619 146.9617:8026.634 146.9811:1861.6025,30
818,55.9353:7261.9175 57.6291:2072.677 61.5847:3463.5552 62.7698:1971.3564 69.9346:2202.6826 87.9453:2926.6694 88.9692:5039.647 90.6783:2337.4512 105.9558:5324.622 111.2676:2461.3633 123.9654:4217.3926 128.9511:12991.067 128.9711:2400.2441 135.9231:2631.5896 146.9615:8026.9526 146.9809:2650.2786,30
820,60.8289:4282.472 69.5902:5043.452 69.5942:10543.101 110.0717:5011.4453 121.9264:2775.9795 156.0765:7819.988 239.2126:3461.3833 240.4296:3040.912 246.5409:3242.9683 248.6364:2969.2422 334.268:3282.6597 392.103:3241.9944 423.5067:3106.51 433.4136:2918.9749 580.3392:42038.316 582.3528:3753.807 626.2401:5979.38 626.3458:181616.94 626.4542:3588.14,30
823,55.0552:2358.2764 61.0896:3561.1233 87.0444:5175.386 96.8652:3458.214 100.1126:19415.68 110.0607:5140.4907 128.0705:4770.5083 163.6436:8618.275 164.9093:2604.7842 170.5004:2379.7146 177.0533:2278.288 178.058:3384.748 182.1542:8664.753 209.1646:6772.744 210.149:21908.795 213.1776:13592.875 226.1922:2899.0825 227.1755:21114.326 227.6753:5694.1543 276.7282:6271.3438 276.7628:2824.1587 326.2802:6195.422 336.2234:2751.243 343.3079:24547.121 345.3638:2467.2842 452.3576:10227.651 453.344:4313.0977,30
823,50.2623:4409.7134 55.0551:16554.48 60.9444:4979.996 70.066:6165.103 71.0228:2737.8525 78.4853:2700.965 82.0658:7233.496 83.0862:27622.021 100.0763:7663.684 100.1059:5116.0234 100.1127:162262.56 101.1161:3936.7483 110.0606:36802.73 111.0447:30681.182 112.0759:5126.4956 117.139:12553.373 126.0914:3714.0017 128.071:47637.027 129.045:2923.6187 138.9838:2680.879 139.0867:3523.862 140.0708:16682.05 147.0044:2997.456 147.117:6325.845 163.0146:3122.0315 163.6441:86824.22 164.145:9924.675 172.1568:8471.939 172.659:2910.9446 182.1542:99716.29 192.138:5431.081 199.18:4484.3125 204.6648:8143.4194 205.1814:6120.7466 209.1652:63250.977 210.1491:234109.0 210.1657:5041.7065 211.1532:13512.4 213.1574:6755.7446 213.1782:145539.58 213.195:2016.7372 213.2002:3346.853 213.6796:21427.041 218.1704:12514.741 218.663:9377.826 226.1918:24058.44 227.1756:225098.39 227.6774:30898.412 228.1597:8978.356 228.1798:4876.751 235.8282:2695.803 244.2027:3610.076 267.7222:9260.335 276.7282:61036.01 277.229:9788.337 281.7041:4780.0405 287.6164:2697.6838 325.2979:3420.7517 326.2815:49120.066 331.2542:5584.071 336.2276:13356.178 337.215:3146.8357 343.3071:234161.53 343.3505:5227.215 344.3098:25905.262 424.9463:2985.546 435.3347:11006.485 436.3213:4547.9697 452.2963:5064.535 452.3599:97137.99 453.3464:30276.932 454.3492:3358.9185 552.4499:5740.7246,30
826,59.8:12920.647 64.8661:2709.5684 90.9773:3240.967 96.8617:3354.9072 96.8671:5895.585 113.0541:2667.3066 295.5267:3078.6113 425.136:7501.548,30
826,57.2925:2562.7 58.956:2302.197 61.5806:2451.9517 66.7616:2465.8894 90.4816:2364.1897 98.2831:3022.963 113.3534:2755.3813 220.9354:4195.983 248.5474:2490.5735 270.3716:3024.0173 293.1337:2451.8875 425.1376:24467.682,30
