"AVGMZ","MINMZ","MAXMZ","RT","MINRT","MAXRT","SUMINTENSITY","MAXINTENSITY","MEASUREMENTID","GROUPID","GROUPSETSINDEX"
704.215221770921,704.214172363281,704.217102050781,33.5452842712402,32.8515396118164,34.2391700744629,1704949.21875,481819.375,1,191,1
739.159479679162,739.155822753906,739.162475585938,33.5452842712402,32.1576652526855,35.644172668457,2056547.046875,454844.65625,1,192,1
324.129475153917,324.128723144531,324.130493164062,33.5452842712402,32.8515396118164,38.9605445861816,3719758.33789062,454689.9375,1,193,1
484.183810306393,484.182922363281,484.184692382812,33.5452842712402,32.8515396118164,34.2391700744629,1269618.265625,436807.28125,1,194,1
443.049519475676,443.048278808594,443.050598144531,33.5452842712402,32.1576652526855,38.5981674194336,2685229.34960938,390405.875,1,195,1
433.093154961549,433.091918945312,433.094665527344,33.5452842712402,31.8042831420898,39.6707878112793,4224367.10546875,389490.875,1,196,1
205.118623944375,205.118286132812,205.119384765625,33.5452842712402,32.5046577453613,38.5981674194336,1980016.39550781,388502.78125,1,197,1
308.105007931007,308.103546142578,308.106079101562,33.5452842712402,31.8042831420898,38.5981674194336,2532066.0078125,328901.625,1,198,1
349.132238310366,349.130950927734,349.133697509766,33.5452842712402,32.1576652526855,38.5981674194336,2268922.11132812,320936.21875,1,199,1
414.046260940676,414.044891357422,414.049407958984,33.5452842712402,31.457405090332,34.9504165649414,1858300.15625,320077.46875,1,200,1
362.599423564085,362.598846435547,362.600036621094,33.5452842712402,32.8515396118164,34.2391700744629,874924.65625,293894.40625,1,201,1
403.161481055605,403.160278320312,403.162139892578,33.5452842712402,32.5046577453613,34.9504165649414,1418414.9765625,282250.34375,1,202,1
244.09322372202,244.092422485352,244.094085693359,33.5452842712402,32.1576652526855,38.5981674194336,1665100.85351562,223558.625,1,203,1
488.301508964077,488.301361083984,488.301971435547,357.579681396484,352.967956542969,362.760955810547,397785606.53125,60458488,1,204,1
453.264230439781,453.264099121094,453.264953613281,357.579681396484,354.150085449219,362.760955810547,140478941.328125,22206142,1,205,1
489.304784003949,489.304656982422,489.305511474609,357.579681396484,352.967956542969,362.760955810547,124009578.617188,19117904,1,206,1
417.243004332481,417.242828369141,417.243438720703,357.579681396484,353.407562255859,362.760955810547,113849659.114258,17759578,1,207,1
493.256622110527,493.25634765625,493.257904052734,357.579681396484,352.967956542969,362.760955810547,81186711.8242188,11462428,1,208,1
963.524537554393,963.521850585938,963.52880859375,357.579681396484,355.640686035156,359.770080566406,30586185.5214844,6533906,1,209,1
454.267659500306,454.267547607422,454.268096923828,357.579681396484,355.273071289062,362.760955810547,42352655.4570312,6466972,1,210,1
263.143027342001,263.142852783203,263.144561767578,357.579681396484,352.967956542969,362.760955810547,35794158.0795898,5649772,1,211,1
418.246565000362,418.245941162109,418.247528076172,357.579681396484,353.777954101562,362.760955810547,33335212.5947266,5183889.5,1,212,1
509.230944762552,509.230224609375,509.232391357422,357.579681396484,353.407562255859,362.760955810547,28663544.9023438,4211173,1,213,1
964.527622821696,964.526245117188,964.5283203125,357.579681396484,356.113067626953,359.770080566406,18310388.0117188,3807736.75,1,214,1
